公司id,职位名称,工作年限,学历,职位性质,薪资,融资状态,行业领域,招聘岗位id,公司优势,公司规模,公司标签,所在区域,技能标签,公司经度,公司纬度,公司全名
107334,安卓开发合伙人,不限,本科,全职,10K-20K,天使轮,"移动互联网,教育",4145395,股份期权，创始合伙人,少于15人,"['年终分红', '专项奖金', '带薪年假', '弹性工作']",宝安区,"['资深', '高级', '中级', 'Android', '移动端', 'iOS']",113.993578,22.99368,深圳市小唐有为科技有限公司
252083,Android开发,3-5年,本科,全职,12k-20k,A轮,"移动互联网,文化娱乐",4237222,"技术大牛,扁平管理,发展前景好",50-150人,"['定期体检', '弹性工作', '年度旅游', '美女多']",南山区,[],113.930476,22.533013,深圳市夜听文化传播有限公司
66303,安卓开发工程师,1-3年,大专,全职,8k-12k,不需要融资,移动互联网,3888045,"双休,五险一金,技术大牛,旅游",150-500人,"['技能培训', '专项奖金', '带薪年假', '绩效奖金']",罗湖区,"['游戏', '软件开发', 'Android', '系统开发']",114.142014,22.5539,深圳市掌世界网络科技有限公司
137161,Android开发工程师,3-5年,大专,全职,8k-15k,不需要融资,"移动互联网,金融",3425631,"五险一金,绩效奖金,专业培训",50-150人,"['绩效奖金', '带薪年假', '年底双薪', '股票期权']",福田区,"['软件开发', 'Java', '架构']",114.02187,22.530815,深圳前海明磊融创科技有限公司
208086,Android开发工程师,3-5年,不限,全职,8k-16k,天使轮,移动互联网,3385304,"晋升空间,福利好,氛围好,领导好",15-50人,"['股票期权', '弹性工作', '领导好', '扁平管理']",南山区,"['资深', '高级', '中级', '移动端', 'C++']",113.925581,22.523947,深圳领域天马网络有限公司
1575,Android开发工程师-base深圳,不限,不限,全职,15k-30k,不需要融资,"移动互联网,数据服务",3984413,"弹性工作,优秀团队",2000人以上,"['股票期权', '弹性工作', '五险一金', '免费班车']",南山区,['Java'],113.942638,22.525053,百度在线网络技术（北京）有限公司
162442,Android开发工程师,3-5年,本科,全职,8k-15k,不需要融资,"社交网络,移动互联网",3931596,"节日福利,员工旅游,五险一金,带薪年假",15-50人,"['股票期权', '午餐补助', '五险一金', '节日福利']",龙华新区,"['即时通讯', 'Java', '商圈']",114.011647,22.640117,深圳市掌握时代互联网应用科技有限公司
189022,android安全研究员,1-3年,本科,全职,9k-11k,上市公司,"移动互联网,电子商务",3882254,"人力外派,腾讯工作,提升,专业团队",2000人以上,"['年底双薪', '绩效奖金', '免费班车', '节日礼物']",南山区,"['信息安全', '资深', 'iOS']",113.947593,22.546344,上海微创软件股份有限公司北京分公司
64398,Android高级开发工程师,5-10年,本科,全职,20k-30k,B轮,"移动互联网,金融",1457305,千万级用户产品+年底奖金+分红+期权激励,150-500人,"['股票期权', '绩效奖金', '岗位晋升', '年度旅游']",南山区,"['C++', 'iOS', '移动端']",113.942712,22.526908,深圳蓝贝科技有限公司
188946,android开发工程师,1-3年,本科,全职,8k-15k,未融资,"数据服务,硬件",3029736,"学习机会多,发展空间大",50-150人,[],南山区,"['视频', '软件开发', 'js', 'C++', 'Java']",113.949372,22.542385,深圳市信方达科技发展股份有限公司
270,助理游戏开发工程师（Android）,1-3年,本科,全职,8k-12k,上市公司,"移动互联网,游戏",4135046,"上市公司,免费班车,餐补,年终奖金",500-2000人,"['公平竞争', '免息车贷房贷', '股权激励', '晋升机会']",南山区,[],113.993578,22.99368,深圳市东方博雅科技有限公司
18787,Android开发工程师,1-3年,本科,全职,10k-20k,A轮,移动互联网,3693378,"发展空间,扁平管理,成长快",50-150人,"['技能培训', '岗位晋升', '扁平管理', '弹性工作']",南山区,['Java'],113.94591,22.54452,深圳市永佳天成科技发展有限公司
61421,Android工程师,1-3年,本科,全职,8k-15k,不需要融资,"电子商务,O2O",4167476,"五险,一金,双休",50-150人,"['年底双薪', '五险一金', '弹性工作', '节日礼物']",龙华新区,"['Java', 'iOS']",114.034524,22.623935,深圳市富润电子
171603,安卓高工,3-5年,本科,全职,25K-45K,C轮,移动互联网、电子商务,3873839,技术大牛多，前景好,150-500人,[],南山区,"['高级', '中级', '内存优化']",113.930476,22.533013,杭州定天网络科技有限公司
270466,安卓Android开发工程师,1-3年,不限,全职,10k-15k,天使轮,"电子商务,移动互联网",3690120,"五险一金,双休,员工福利,年终奖金",50-150人,[],福田区,"['金融', '高级', '软件开发', 'Java']",114.06513,22.541309,深圳市新微商科技有限公司
139338,Android开发工程师,1-3年,大专,全职,10k-15k,未融资,"硬件,移动互联网",4138179,"加班补贴,旅游奖励,年底奖金,下午茶",15-50人,[],南山区,[],113.994059,22.993238,深圳市云耳科技有限公司
228187,Android开发工程师,3-5年,本科,全职,12k-18k,不需要融资,"移动互联网,金融",3863886,福利待遇好,50-150人,"['绩效奖金', '定期体检', '年度旅游', '五险一金']",南山区,"['移动互联网', 'Java']",113.946882,22.546157,深圳思创科技服务有限公司
134999,高级Android开发工程师,3-5年,本科,全职,10k-20k,未融资,"O2O,数据服务",3608475,"五险一金,周末双休,高成长空间,商业保险",15-50人,[],龙岗区,"['中级', '移动端', 'C++', 'c#', 'qt']",114.066181,22.615143,深圳市安居星信息科技有限公司
283605,Android软件开发工程师,3-5年,大专,全职,13K-18K,不需要融资,"移动互联网,游戏",3813179,带薪年假，年终分红项目奖金，免费零食，,15-50人,[],南山区,"['SDK', 'html5']",113.94158,22.540581,深圳市享乐源科技有限公司
256987,高级安卓开发工程师,3-5年,本科,全职,15K-30K,不需要融资,社交网络,4054640,"晋升空间大,团队活力强,福利优厚,老板很赞",15-50人,[],宝安区,"['社交', '资深', 'Android', 'Java', 'iOS']",113.879944,22.564253,深圳市新蜜蜂科技有限公司
320890,Android应用开发,1-3年,大专,全职,10k-15k,未融资,"移动互联网,教育",4111616,"双休,氛围好,扁平管理,发展空间大",15-50人,"['""""']",福田区,"['视频', 'Java']",114.087495,22.541188,深圳市中训联合信息科技有限公司
289319,高级Android开发工程师-IM社交方向,3-5年,不限,全职,10k-20k,天使轮,"移动互联网,社交网络",3857784,"数字货币,区块链方向",15-50人,"['""""']",龙华新区,"['社交', 'C++', 'iOS']",114.0408,22.614267,深圳一声笑科技有限公司
140731,Android开发工程师,3-5年,大专,全职,8k-12k,不需要融资,"移动互联网,电子商务",4175699,"五险一金,双休,年终奖",50-150人,[],南山区,"['移动端', 'Java']",113.950618,22.550622,深圳市行知网络科技有限公司
143271,Android,1-3年,大专,全职,8k-16k,未融资,"移动互联网,社交网络",2487969,期权、初创、弹性上班,15-50人,[],南山区,['移动端'],113.948899,22.538045,深圳会玩科技有限公司
132789,android开发工程师,3-5年,本科,全职,20k-35k,A轮,移动互联网,3353442,最新iMAC 5k，双显示器,15-50人,"['年底双薪', '定期体检', '美女多', '扁平管理']",福田区,['中级'],114.060138,22.569995,深圳数字奇点科技有限公司
127123,Android开发工程师,不限,大专,全职,10k-15k,不需要融资,"移动互联网,电子商务",3363430,"工作环境好,同事关系融,发展空间大",15-50人,[],南山区,"['智能硬件', '软件开发', 'C++', 'Java', '系统开发']",113.940008,22.540521,深圳车盒子科技有限公司
76769,Android应用开发工程师,3-5年,大专,全职,10k-20k,A轮,"移动互联网,医疗健康",1076474,强劲发展上升中、工作氛围轻松,150-500人,"['节日礼物', '带薪年假', '领导好', '五险一金']",南山区,['移动端'],113.94346825,22.55528216,深圳市云智易联科技有限公司
296195,Android开发工程师,1-3年,本科,全职,8k-16k,不需要融资,"移动互联网,数据服务",3902218,"发展空间大,挑战性高,成长快,吃货互联网",50-150人,"['""""']",南山区,"['移动端', 'Java', '架构']",113.937078,22.495799,深圳微餐时代信息科技有限公司
171476,Android开发工程师,1-3年,大专,全职,10k-15k,B轮,"移动互联网,生活服务",4100499,"餐补,交通补助,上下班车,弹性工作制",15-50人,[],南山区,"['游戏', 'C++', 'iOS']",113.950732,22.553181,深圳市杉川机器人有限公司
158488,安卓系统驱动开发工程师,不限,本科,全职,10k-15k,未融资,"信息安全,金融",4221348,"轻松愉悦,环境稳定",15-50人,[],宝安区,"['Android', 'linux', '系统开发']",113.867394,22.558944,深圳慧卡科技有限公司
301344,高级Android开发工程师,3-5年,本科,全职,17k-26k,不需要融资,金融,3955340,"快速发展,五险一金,工作氛围好,平台机会好",150-500人,"['年底双薪', '定期体检', '通讯津贴', '带薪年假']",南山区,"['信息安全', 'iOS']",113.912968,22.482034,招商局金融科技有限公司
279691,Android开发工程师,1-3年,本科,全职,10k-15k,不需要融资,移动互联网,4137373,"做五休二,加班补助",50-150人,"['年底双薪', '绩效奖金', '五险一金', '岗位晋升']",南山区,"['高级', '中级', 'Java', 'iOS']",113.953996,22.540406,深圳市互联工场科技有限公司
102446,Android高级开发工程师（急招）,不限,本科,全职,15k-25k,不需要融资,"移动互联网,生活服务",4139990,"五险一金,团队旅游,年终奖,弹性制",150-500人,"['节日礼物', '年底双薪', '带薪年假', '绩效奖金']",南山区,"['资深', '移动端', 'Java']",113.9422,22.54878,深圳市一点创新网络有限公司
331909,Android开发工程师,3-5年,本科,全职,15k-25k,未融资,移动互联网,4215066,"互联网金融,区块链,公司氛围好",15-50人,"['""""']",福田区,[],114.060138,22.569995,深圳市光谱软件开发有限公司
84043,Android开发工程师,3-5年,本科,全职,12k-20k,A轮,"社交网络,金融",3421008,"绩效奖金,年底双薪,员工股权,和谐氛围",50-150人,"['技能培训', '年底双薪', '股票期权', '专项奖金']",南山区,"['中级', 'Java', 'c#', '系统开发']",113.942712,22.526908,深圳格隆汇信息科技有限公司
23411,Android应用工程师,1-3年,大专,全职,8k-15k,上市公司,"文化娱乐,硬件",4147775,"领导好,前辈多,氛围活跃",500-2000人,"['技能培训', '节日礼物', '带薪年假', '绩效奖金']",南山区,"['媒体', '软件开发', 'iOS', '移动端']",113.940093,22.539954,深圳市金锐显数码科技有限公司
293794,Android研发工程师,1-3年,本科,全职,6k-12k,A轮,"移动互联网,游戏",4067582,"发展前景,晋升空间",15-50人,"['五险一金', '年终分红', '专项奖金', '年底双薪']",南山区,"['C++', 'Java', 'kotlin']",113.956948,22.539519,深圳哇哇鱼网络科技有限公司
70641,Android,不限,不限,全职,4k-8k,未融资,"移动互联网,企业服务",2272762,良好的工作环境,15-50人,"['节日礼物', '绩效奖金', '年度旅游', '帅哥多']",宝安区,['移动端'],113.86864719,22.56481102,深圳市小马网络有限公司
34164,android（应用组）,3-5年,本科,全职,15k-30k,不需要融资,移动互联网,2731806,"精英团队,高薪酬,好福利",15-50人,"['节日礼物', '年度旅游', '五险一金', '带薪年假']",福田区,"['Java', 'iOS', '移动端']",114.02336,22.529859,深圳市度摩科技开发有限公司
289016,Android应用开发高级工程师,5-10年,本科,全职,15k-25k,未融资,"移动互联网,数据服务",3856831,"氛围好,领导好,带薪年假,年终分红",50-150人,"['""""']",南山区,"['C++', 'Java']",113.928575,22.525509,深圳市前海车典科技有限公司
141975,Android开发工程师,3-5年,本科,全职,18k-36k,上市公司,金融,3940804,福利待遇佳,2000人以上,"['带薪年假', '午餐补助', '定期体检', '绩效奖金']",罗湖区,"['信息安全', 'iOS', '移动端']",0.0,0.0,平安银行股份有限公司
119637,Android开发工程师,3-5年,大专,全职,13k-20k,不需要融资,"移动互联网,生活服务",1691502,优厚工资待遇、全国业务、一起去海边泡温泉,500-2000人,"['福利多多', '绩效奖金', '弹性工作', '扁平管理']",南山区,"['电商', '房产服务', 'iOS', '移动端', '移动开发']",113.940391,22.567688,深圳市小泊科技有限公司
267973,Android（安卓）开发工程师,3-5年,大专,全职,13k-25k,不需要融资,"移动互联网,电子商务",4168893,"氛围好,前景好",150-500人,[],福田区,"['Java', 'iOS']",114.022468,22.531394,深圳市惠点网络科技有限公司
55541,Android开发工程师,1年以下,大专,全职,10K-20K,不需要融资,移动互联网,4105342,"氛围好,五险一金,周末双休,年终奖",150-500人,"['股票期权', '扁平管理', '五险一金', '带薪年假']",南山区,"['中级', 'Java', 'iOS']",,,深圳市旺龙智能科技有限公司
177288,安卓APP软件工程师,1-3年,不限,全职,6k-12k,上市公司,"移动互联网,电子商务",2886635,"晋升空间,五险,薪资待遇,发展空间大",15-50人,[],龙华区,"['软件开发', 'C++', 'Java']",114.015979,22.647557,泉州奇鹭物联网科技有限公司
647,安卓驱动开发工程师,1-3年,本科,全职,10k-18k,B轮,"移动互联网,企业服务",4186247,"弹性上班制,团队融洽,帅哥美女多,领导好",150-500人,"['节日礼物', '带薪年假', '五险一金', '通讯津贴']",南山区,"['Android', '系统开发']",113.942458,22.55038,深圳市三三得玖通信技术有限公司
74957,高级Android应用开发工程师,5-10年,本科,全职,13k-25k,未融资,"移动互联网,生活服务",4228901,"Java,C/C++,HTTP,MVP",150-500人,"['行情前景好', '平台大', '高管有格局', '发挥空间大']",南山区,"['总监', '资深', 'C++', 'Java']",113.97089,22.58376,深圳市多度科技有限公司
142794,Android高级开发工程师（急招）,不限,本科,全职,15k-25k,上市公司,"电子商务,移动互联网",4137508,"六险一金,团队旅游,年终奖,福利多多",500-2000人,[],南山区,"['资深', '移动端', 'Java']",113.942704,22.548217,速联（深圳）科技有限公司
295004,Android开发工程师,1-3年,大专,全职,7k-13k,未融资,"移动互联网,社交网络",3894626,"原始股,年底分红,带薪年假,孝工资",15-50人,"['""""']",罗湖区,"['信息安全', '移动端', 'js', 'C++', 'Java']",0.0,0.0,爱推（深圳）互联网科技有限公司
256737,Android工程师,3-5年,大专,全职,8k-15k,未融资,"移动互联网,硬件",3568573,高薪诚聘,50-150人,[],龙岗区,['Java'],114.088968,22.640373,深圳市黑卡科技有限公司
34600,Android高级研发工程师,5-10年,大专,全职,15k-25k,A轮,移动互联网,3490106,安卓研发,50-150人,"['世界500强', '每周运动', '五险一金', '双休']",南山区,"['工具软件', 'C++', 'Java']",113.949071,22.540958,深圳市理奥网络技术有限公司
231053,Android、IOS开发工程师,3-5年,大专,全职,10k-20k,未融资,移动互联网、游戏,3748590,"五险一金,全勤奖,餐饮补贴,周末双休",15-50人,[],南山区,"['SDK', 'Java']",113.940877,22.544432,深圳市跃迈科技有限公司
10373,安卓开发工程师,1-3年,本科,全职,6k-8k,未融资,"文化娱乐,分类信息",4146289,"boss好,同事好,弹性工作时",150-500人,"['年终分红', '绩效奖金', '年底双薪', '五险一金']",宝安区,"['中级', 'Android', 'iOS']",113.88359,22.58035,深圳市德凯胜科技有限公司
23411,Android系统工程师,3-5年,本科,全职,10k-20k,上市公司,"文化娱乐,硬件",4147680,"领导好,氛围活跃,老前辈多",500-2000人,"['技能培训', '节日礼物', '带薪年假', '绩效奖金']",南山区,"['软件开发', '系统开发']",113.940093,22.539954,深圳市金锐显数码科技有限公司
252083,Android开发,3-5年,本科,全职,12k-20k,A轮,"移动互联网,文化娱乐",4237154,"技术大牛,扁平管理,发展前景好",50-150人,"['定期体检', '弹性工作', '年度旅游', '美女多']",南山区,"['高级', '中级']",113.930476,22.533013,深圳市夜听文化传播有限公司
104481,安卓工程师,3-5年,本科,全职,10k-20k,未融资,电子商务,4185666,"年底双薪,带薪休假,公司分红",50-150人,[],南山区,"['Android', 'Java', 'iOS']",113.942315,22.549214,深圳市达摩电子商务有限公司
319856,Android 工程师,1-3年,本科,全职,10k-16k,不需要融资,"医疗健康,硬件",4176739,"扁平管理,氛围好,大牛多,流程规范",15-50人,"['""""']",宝安区,"['智能硬件', '中级', '移动端', 'C++', 'Java']",113.886048,22.548765,速眠创新科技（深圳）有限公司
338234,安卓APP开发工程师,1-3年,大专,全职,8k-12k,不需要融资,"教育,文化娱乐",4235102,"安卓开发,APP开发,软件开发",50-150人,"['""""']",福田区,"['旅游', 'C++', 'Android', 'Java', 'iOS']",114.069154,22.543977,深圳市乐智教育科技有限公司
333349,Android工程师,1-3年,本科,全职,6k-12k,未融资,"移动互联网,企业服务",4205664,"扁平化管理,双休,带薪年假,不定期团建",15-50人,"['弹性工作', '美女多', '领导好', '技能培训']",宝安区,"['信息安全', '教育', 'iOS']",113.867394,22.558944,深圳市睿森软件有限公司
184241,Android系统工程师,1-3年,大专,全职,6k-12k,不需要融资,移动互联网,3098411,"五险一金,年终奖金,岗位竟升",50-150人,[],宝安区,"['高级', '初级', 'Java', '架构', '系统开发']",113.864362,22.584097,深圳市潮越互动科技有限公司
23291,高级Android工程师-社交方向（海外产品创新）,3-5年,本科,全职,20k-35k,上市公司,"移动互联网,硬件",4215953,"国际化产品,竞争力薪资,初创团队,超大用户量",500-2000人,"['节日礼物', '与大牛共事', '福利健全', '五险一金']",南山区,"['社交', '前端', 'iOS', '移动端']",113.951672,22.540834,厦门美图之家科技有限公司
250054,Android开发工程师,3-5年,大专,全职,10k-15k,未融资,"电子商务,O2O",3511922,"技术氛围,节日福利,新项目",15-50人,"['年底双薪', '绩效奖金', '周末双休', '五险一金']",宝安区,"['资深', '高级', 'Java', 'iOS']",113.837547,22.625771,深圳醉美优物联网科技有限公司
267877,android驱动开发工程师,3-5年,大专,全职,10k-15k,未融资,移动互联网,3893710,"福利好,晋升机会多,有项目奖,有年终奖",15-50人,[],龙华新区,"['云计算', '智能硬件', '移动互联网', '高级', '软件开发', '系统集成']",114.030104,22.627453,深圳市佰特菲智能科技有限公司
111563,Android,3-5年,本科,全职,25K-50K,不需要融资,"移动互联网,电子商务",4230773,薪资open,500-2000人,[],南山区,"['移动端', 'iOS']",113.92422,22.53719,深圳龙岗区华通实业有限公司
6566,Android开发工程师-云之家,5-10年,本科,全职,15k-25k,上市公司,"移动互联网,电子商务",3153715,"项目前景好,技术氛围浓,薪酬福利优",2000人以上,"['年底双薪', '节日礼物', '技能培训', '岗位晋升']",南山区,['Java'],113.95478984,22.53412317,金蝶软件（中国）有限公司
314277,安卓开发工程师,1-3年,本科,全职,8k-15k,未融资,"移动互联网,医疗健康",4207127,"风口行业,空间大,工作餐,早期员工",少于15人,"['股票期权', '午餐补助', '定期体检', '绩效奖金']",南山区,"['Android', 'iOS', '移动开发']",113.936658,22.523953,深圳市露宝健康科技有限公司
143290,Android开发工程师,1-3年,本科,全职,8k-16k,天使轮,"移动互联网,硬件",2429107,"有挑战,云服务,智能硬件",15-50人,"['专项奖金', '股票期权', '弹性工作', '扁平管理']",南山区,"['智能硬件', 'C++', 'Java', 'iOS', '移动端']",113.972031,22.581178,深圳市联络者科技有限公司
318028,android App软件开发,1-3年,本科,全职,15k-25k,未融资,"移动互联网,广告营销",4136297,"高挑战,高收入",少于15人,"['""""']",福田区,"['高级', '移动端']",114.062076,22.535865,深圳实景科技有限公司
34600,Android高级研发工程师,3-5年,本科,全职,12k-24k,A轮,移动互联网,3456874,"andro,高级研发",50-150人,"['世界500强', '每周运动', '五险一金', '双休']",南山区,"['客户端', '音视频']",113.949071,22.540958,深圳市理奥网络技术有限公司
17433,Android系统工程师,5-10年,本科,全职,15k-30k,上市公司,"金融,硬件",3979733,上市公司+福利好+发展空间大+团队氛围好,500-2000人,"['绩效奖金', '股票期权', '年底双薪', '专项奖金']",南山区,"['硬件制造', '系统架构']",113.935638,22.54855,深圳市新国都技术股份有限公司
330193,Android程序开发工程师（物联网eSIM方向）,3-5年,本科,全职,10k-20k,未融资,"电子商务,医疗健康",4187380,"安卓,HTTP,VoIP",15-50人,"['""""']",南山区,"['即时通讯', 'C++', '系统开发']",113.915327,22.512684,深圳市叠加科技有限公司
222499,Android/Java工程师,3-5年,本科,全职,15K-25K,天使轮,硬件,3297192,待遇丰厚 股权激励,15-50人,"['年底双薪', '绩效奖金', '带薪年假', '弹性工作']",南山区,"['中级', '移动端']",,,深圳市灵件科技有限公司
320341,安卓开发工程师,不限,大专,全职,6k-12k,未融资,"移动互联网,硬件",4103057,股权激励,少于15人,"['""""']",龙华新区,"['Android', 'Java']",114.065822,22.673564,深圳魔讯创想科技有限公司
300713,Android开发工程师,1-3年,大专,全职,8k-16k,天使轮,移动互联网,3936338,"五险,发展空间大",15-50人,"['""""']",福田区,"['SDK', 'iOS', '移动端']",114.099014,22.563179,深圳市跑步钱进网络科技有限公司
124262,Android Framework软件工程师,3-5年,本科,全职,15k-30k,A轮,"硬件,其他",4084113,"无人驾驶,扁平管理,车厂合作,股份期权",50-150人,"['无人驾驶', '国际标准', '车厂合作', '海归团队']",南山区,[],113.952408,22.536121,深圳佑驾创新科技有限公司
195820,Android开发工程师,1-3年,不限,全职,6k-10k,天使轮,"移动互联网,社交网络",3661441,"初创公司,升职空间大,团队氛围好",少于15人,[],宝安区,"['中级', 'Java', '移动开发']",113.883705,22.578502,深圳市啄啄科技有限公司
85948,Android系统&驱动开发工程师（POS机）,3-5年,本科,全职,15k-30k,不需要融资,信息安全,3513056,"牛人多,团队年轻",150-500人,"['节日礼物', '专项奖金', '带薪年假', '绩效奖金']",南山区,"['硬件制造', 'linux', '系统开发']",113.94924,22.534373,深圳市九思泰达技术有限公司
195144,安卓系统底层架构软件工程师,5-10年,本科,全职,14k-20k,未融资,移动互联网,4206597,"热门车联网,产品前景广,持股机会,项目开发奖",15-50人,[],南山区,"['驱动开发', 'Android', '车载终端']",113.949094,22.542023,深圳市智车联技术有限公司
115608,Android软件工程师,1-3年,本科,全职,8k-16k,未融资,"移动互联网,硬件",2803695,"高薪,多假,依法,最多5个字",500-2000人,"['年终分红', '定期体检', '交通补助', '带薪年假']",南山区,"['软件开发', '移动端']",113.938697,22.522318,深圳市鼎智通讯有限公司
70641,安卓开发工程师,1-3年,大专,全职,6k-10k,未融资,"移动互联网,企业服务",4008105,"良好发展前,美女多",15-50人,"['节日礼物', '绩效奖金', '年度旅游', '帅哥多']",宝安区,"['支付', 'Android', '移动端', 'Java']",113.868647,22.564807,深圳市小马网络有限公司
134617,Android驱动工程师,3-5年,本科,全职,10k-20k,A轮,"硬件,生活服务",4228064,"上班不打卡,五险一金,临近地铁站,扁平化管理",15-50人,"['带薪年假', '弹性工作', '领导好', '扁平管理']",宝安区,"['中级', 'C++', '系统开发']",113.866483,22.567227,深圳市智行至美科技有限公司
172159,android驱动工程师,3-5年,本科,全职,10k-15k,A轮,"移动互联网,教育",4085293,"下午茶,休闲运动,五险一金,零食水果",50-150人,"['股票期权', '专项奖金', '绩效奖金', '带薪年假']",宝安区,"['硬件制造', '驱动开发', 'linux', 'C++', '嵌入式']",113.861282,22.571506,深圳市众可智能管理有限公司
130908,安卓底层驱动开发工程师,3-5年,本科,全职,10k-20k,未融资,移动互联网,2581104,"年底双薪,定期体检,员工旅游",15-50人,"['年底双薪', '带薪年假', '定期体检']",宝安区,['嵌入式'],113.86682,22.569086,深圳市华芯飞通讯有限公司
174113,广告系统开发总监（移动端Android),1-3年,本科,全职,30k-50k,未融资,"O2O,电子商务",3118087,"海外广告,app广告,广告变现,产品商业化",15-50人,"['年底双薪', '带薪年假', '定期体检', '股票期权']",南山区,"['广告营销', '专家', '后端开发', 'Java', '广告投放', '手游']",113.952514,22.535885,深圳市兵马科技有限公司
115608,Android应用开发工程师,3-5年,本科,全职,10k-20k,未融资,"移动互联网,硬件",3557094,"导师带,发展好,福利待遇高,绩效奖金",500-2000人,"['年终分红', '定期体检', '交通补助', '带薪年假']",南山区,"['软件开发', '系统开发']",113.938697,22.522318,深圳市鼎智通讯有限公司
152249,Android开发（直播平台）,1-3年,本科,全职,10K-20K,A轮,移动互联网,4240314,办公open 同事nice 发展空间大,15-50人,[],南山区,"['中级', 'COCOS2D-X', 'SDK']",113.928066,22.522214,深圳市千寻网络技术有限公司
38481,Android App开发工程师,3-5年,本科,全职,15k-20k,A轮,"移动互联网,O2O",3890961,"SAAS,云计算,晋升空间大",50-150人,"['节日礼物', '股票期权', '岗位晋升', '扁平管理']",南山区,"['视频', 'Java', 'iOS']",113.947983,22.555435,深圳超群高科技有限公司
326885,安卓开发工程师,1-3年,大专,全职,7k-14k,未融资,游戏,4161320,"弹性时间,福利待遇好,年终奖",少于15人,"['年底双薪', '专项奖金', '带薪年假']",南山区,"['中级', 'Android', '游戏开发', '手游']",113.965621,22.585462,深圳市摩比克科技有限公司
229363,高级Android开发工程师,3-5年,本科,全职,13k-20k,未融资,"电子商务,移动互联网",3829539,"五险一金,周末双休,年终奖金,定期体检",50-150人,[],南山区,"['支付', '电商', '移动端', 'C++', '架构']",113.952696,22.530438,深圳市美图溪信息技术有限公司
49403,安卓高级软件工程师,3-5年,大专,全职,10k-15k,未融资,"移动互联网,电子商务",2644220,带薪年假 绩效奖金 员工旅游,50-150人,"['技能培训', '绩效奖金', '年度旅游', '岗位晋升']",龙华新区,['Android'],114.03803003,22.63953896,深圳源中瑞科技有限公司
69502,Android 软件开发,不限,不限,全职,8k-15k,天使轮,"移动互联网,硬件",2278567,锻炼机会多,15-50人,"['股票期权', '扁平管理', '弹性工作', '带薪年假']",宝安区,['移动端'],113.993578,22.99368,深圳米唐科技有限公司
112655,Android APP开发,1-3年,不限,全职,10k-15k,不需要融资,"移动互联网,硬件",1522856,股票期权，弹性上班，扁平化管理,少于15人,"['股票期权', '带薪年假', '弹性工作', '美女多']",宝安区,"['智能硬件', '移动端', '移动开发', '可穿戴']",113.871861,22.60285,深圳市慧想物联科技有限公司
129369,安卓游戏开发工程师,1年以下,本科,全职,6k-9k,未融资,游戏,4206629,"五险一金,全勤奖,年度旅游,加班补贴",15-50人,[],南山区,"['游戏', '初级', 'Android']",113.969585,22.583949,深圳市聚乐玩科技有限公司
117193,Android Software Engineer,3-5年,本科,全职,20k-28k,B轮,移动互联网,3830626,"工程师文化,扁平管理,薪酬福利好,公司氛围好",15-50人,"['年底双薪', '股票期权', '带薪年假', '弹性工作']",南山区,['中级'],113.933455,22.541193,深圳大宇无限科技有限公司
297705,资深Android开发工程师,3-5年,本科,全职,15k-30k,A轮,"移动互联网,电子商务",4071316,"弹性工作,创始团队",少于15人,"['扁平管理', '国际经验', '弹性工作', '知名机构投资']",南山区,[],113.920651,22.498146,深圳市游滨果科技有限公司
323831,安卓开发工程师,1-3年,大专,全职,10k-15k,不需要融资,移动互联网,4136236,"创业公司,上班自由",少于15人,"['""""']",宝安区,"['Android', 'iOS']",113.895336,22.568948,深圳市雪候鸟科技有限公司
26099,android APP开发,1-3年,大专,全职,6k-10k,未融资,"电子商务,企业服务",3958561,"项目分成,5天7小时,福利多多,弹性上班",15-50人,"['年终分红', '绩效奖金', '五险一金', '带薪年假']",龙华区,"['电商', '高级', '中级', '底层', '移动端']",114.02326,22.61651,深圳市俊高科技有限公司
94109,音视频编辑开发工程师（Android）,不限,本科,全职,12k-24k,不需要融资,"移动互联网,文化娱乐",3875008,"团队优秀,提升快,福利好,机会多",150-500人,"['年底双薪', '股票期权', '带薪年假', '绩效奖金']",南山区,"['音视频处理', 'opengl', 'FFMPEG', 'MediaCodec']",113.919981,22.496842,深圳天天看看信息技术有限公司
58546,Android驱动开发工程师,3-5年,本科,全职,10k-15k,未融资,其他,4132986,"嵌入式,驱动",150-500人,"['技能培训', '节日礼物', '年底双薪', '带薪年假']",南山区,"['嵌入式', 'linux']",114.004776,22.593339,深圳市浩科电子有限公司
6927,安卓软件工程师（测试开发方向）,不限,本科,全职,15k-30k,不需要融资,移动互联网,3917965,大平台，给力薪酬，海景办公楼,2000人以上,"['丰厚年终', '扁平管理', '追求极致', '本分']",南山区,"['Android', 'Java']",113.94304363,22.51878473,广东欧珀移动通信有限公司
17433,Android应用工程师（区块链）,3-5年,本科,全职,15k-30k,上市公司,"金融,硬件",4246863,"新行业,福利好,平台稳定,待遇高",500-2000人,"['绩效奖金', '股票期权', '年底双薪', '专项奖金']",南山区,['Java'],113.937663,22.544913,深圳市新国都技术股份有限公司
25576,嵌入式开发工程师（Android）,3-5年,大专,全职,15k-30k,C轮,"移动互联网,金融",4238153,"top10,空间大,班车,福利棒",2000人以上,"['节日礼物', '带薪年假', '年度旅游', '定期体检']",南山区,"['硬件制造', '专家', '资深', '高级', 'linux']",113.950586,22.554548,广东俊特团贷网络信息服务股份有限公司
