公司id,职位名称,工作年限,学历,职位性质,薪资,融资状态,行业领域,招聘岗位id,公司优势,公司规模,公司标签,所在区域,技能标签,公司经度,公司纬度,公司全名
117137,安卓开发工程师,3-5年,大专,全职,10k-18k,未融资,金融,4140847,"五险一金,年终奖,员工旅游,绩效奖金",50-150人,"['定期体检', '带薪年假', '员工持股计划', '五险一金']",福田区,"['Android', 'Java', 'iOS']",0.0,0.0,贵阳互联网保险金融投资有限公司
9773,Android系统开发工程师,3-5年,本科,全职,10k-20k,B轮,硬件,2530755,"五险一金,年轻团队,无限舞台",50-150人,"['绩效奖金', '五险一金', '通讯津贴', '带薪年假']",南山区,"['视频', '移动端']",113.950251,22.550375,深圳感臻科技有限公司
319651,Android 系统开发工程师,3-5年,大专,全职,16k-20k,未融资,移动互联网,4213725,"项目奖,年终红包,团队融洽,牛人多",150-500人,"['带薪年假', '专项奖金', '领导好', '五险一金']",南山区,"['硬件制造', '软件开发', 'C++', 'Java']",113.933229,22.637013,深圳市爱迪尔电子有限公司
155366,Android开发工程师,1-3年,大专,全职,8k-12k,未融资,"移动互联网,广告营销",3970856,"完善团队,晋升机会,年终奖",15-50人,[],龙岗区,"['广告营销', '中级', 'Java', '后端', '移动端']",114.157346,22.604925,深圳上方网络科技有限公司
338463,android开发工程师,3-5年,大专,全职,10k-15k,天使轮,移动互联网,4236186,"行业前景好,公司氛围好",少于15人,"['""""']",龙岗区,"['Java', '移动端']",114.069092,22.659664,深圳市正道智行科技有限公司
451,OMG236-腾讯视频android高级工程师,3-5年,本科,全职,20k-25k,上市公司,"移动互联网 ,游戏",4212338,大平台,2000人以上,"['免费班车', '成长空间', '年度旅游', '岗位晋升']",南山区,"['视频', 'Java', '架构']",113.93362,22.540719,腾讯科技(深圳)有限公司
43159,Android工程师、程序员,3-5年,大专,全职,10k-15k,未融资,移动互联网,3948651,前沿技术,50-150人,"['技能培训', '节日礼物', '年底双薪', '专项奖金']",龙岗区,"['移动互联网', '媒体', '软件开发', '移动端']",114.12085,22.609117,深圳华人网络科技有限公司
204927,Android研发工程师,3-5年,本科,全职,12k-16k,A轮,"移动互联网,金融",3167579,"带薪年假,未来金融,共同事业,技术大牛",15-50人,"['带薪年假', '股票期权', '定期出游']",南山区,"['金融', '体育运动', 'php', 'Java', '区块链']",113.937694,22.524488,深圳可点科技有限公司
25576,Android高级开发工程师,3-5年,本科,全职,20k-35k,C轮,"移动互联网,金融",3903142,TOP10、空间大、福利棒、培训多元,2000人以上,"['节日礼物', '带薪年假', '年度旅游', '定期体检']",南山区,"['资深', '中级', '移动端', 'iOS']",113.950586,22.554548,广东俊特团贷网络信息服务股份有限公司
270,游戏开发工程师（Android）,3-5年,本科,全职,10k-20k,上市公司,"移动互联网,游戏",4135094,"上市公司,免费班车,餐补,六险一金",500-2000人,"['公平竞争', '免息车贷房贷', '股权激励', '晋升机会']",南山区,['游戏'],113.993578,22.99368,深圳市东方博雅科技有限公司
130583,前端/安卓开发工程师,3-5年,大专,全职,9k-15k,不需要融资,"金融,移动互联网",2572960,福利待遇 绿色办公环境,150-500人,[],福田区,"['高级', 'Android']",114.04834407,22.56661161,深圳市利德行投资建设顾问有限公司
93979,Android资深工程师,3-5年,不限,全职,10k-20k,未融资,"移动互联网,数据服务",4236480,"车联网,汽金融风险,人工智能,大数据",500-2000人,"['年底双薪', '专项奖金', '股票期权', '年终分红']",宝安区,"['高级', '软件开发', 'Java', '移动端']",113.91857,22.584395,深圳市标越科技有限公司
83596,安卓android工程师,1-3年,本科,全职,8k-10k,天使轮,"移动互联网,其他",4033622,发展空间大,少于15人,"['年底双薪', '股票期权', '带薪年假', '岗位晋升']",南山区,"['移动端', '移动开发']",113.930476,22.533013,上海大果信息科技有限公司
247521,Android系统工程师,3-5年,本科,全职,10k-20k,不需要融资,"教育,硬件",4216173,"周末双休,五险一金,节日福利,各类补贴",500-2000人,[],南山区,"['中级', '软件开发', '系统开发', 'JNI', 'Mstar']",113.938021,22.523898,深圳市鸿合创新信息技术有限责任公司
291591,Android开发工程师/安卓 研发工程师,1-3年,本科,全职,7k-14k,天使轮,"企业服务,数据服务",4180024,"免费外训,机构培训,优良环境,奖金",500-2000人,"['绩效奖金', '带薪年假', '交通补助', '专项奖金']",福田区,"['信息安全', '高级', '软件开发', 'Java', '架构']",114.030487,22.552118,深圳市微垠信息科技有限公司
48687,Android 开发工程师,1-3年,不限,全职,15k-25k,A轮,"移动互联网,硬件",4236720,开放的工作氛围，完善的薪酬福利政策,2000人以上,"['股票期权', '免费班车', '带薪年假', '年度旅游']",南山区,"['高级', '中级', '移动端']",113.952215,22.540844,珠海市魅族科技有限公司
217338,兼职-Android工程师,1-3年,大专,兼职,4K-7K,未融资,移动互联网,4239950,只负责开发,少于15人,[],罗湖区,['中级'],114.110629,22.578178,珠海梦蓝网络科技有限公司
93815,Android,1-3年,不限,全职,7k-14k,上市公司,移动互联网,1957402,各种隐性福利，小伙伴们快到碗里来,150-500人,"['年底双薪', '专项奖金', '股票期权', '带薪年假']",南山区,['移动端'],113.94446869,22.55456361,东莞安尔发智能科技股份有限公司
128114,Android工程师,5-10年,本科,全职,12k-16k,不需要融资,"医疗健康,其他",3843010,"拓展活动,下午茶,双休,五险一金",150-500人,[],南山区,"['视频', '智能硬件', 'iOS']",113.939285,22.524508,深圳市万机创意电子科技有限公司
171915,Android开发工程师,1年以下,大专,全职,6k-7k,不需要融资,移动互联网,2807807,负责公司承接项目的开发,15-50人,[],福田区,['软件开发'],114.088336,22.542243,深圳市飞码信息技术有限公司
134339,Android软件开发工程师,1年以下,大专,全职,10k-20k,A轮,"移动互联网,信息安全",4109586,"人工智能,大数据,智能硬件,每天欢乐下",少于15人,[],南山区,"['资深', '高级', '架构师', '全栈', 'C++']",113.938033,22.545591,北京易码云天科技有限公司
224571,Android 开发工程师,3-5年,本科,全职,12k-24k,天使轮,"硬件,移动互联网",4105539,"直面BOS,自主工作,不打卡",15-50人,"['物联网', '智能硬件', '年底双薪', '弹性工作']",南山区,"['软件开发', 'Java', '系统开发']",113.944821,22.52758,深圳市枫芒科技有限公司
127893,Android开发工程师,3-5年,本科,全职,15k-25k,天使轮,"移动互联网,O2O",4247267,"极客的归属,发展空间大,自由度高",15-50人,[],南山区,"['移动端', '客户端']",114.005457,22.595734,深圳市万屏时代科技有限公司
22103,Android高级开发工程师,3-5年,本科,全职,15k-25k,B轮,"社交网络,数据服务",3309385,"五险一金,加班补助,年终双薪,股票期权",150-500人,"['技能培训', '节日礼物', '股票期权', '带薪年假']",福田区,"['Java', 'iOS', '移动端']",113.993578,22.99368,时代际客（深圳）软件有限公司
29301,Android开发工程师,1-3年,大专,全职,8k-16k,B轮,"移动互联网,游戏",4108652,"年底双薪,项目奖,年终奖,带薪病年假",50-150人,"['全薪病假', '股票期权', '年度体检', '节日礼物']",南山区,"['Java', '移动端']",113.93754,22.524053,深圳市慧动创想科技有限公司
283696,安卓开发工程师（上班地点：南山科技园）,1-3年,不限,全职,7k-10k,未融资,"医疗健康,其他",4169384,安卓开发,15-50人,"['带薪年假', '交通补助', '弹性工作', '节日礼物']",南山区,"['软件开发', 'Android', 'Java', '架构']",113.953896,22.538,深圳市智能时代科技有限公司
102446,Android高级开发工程师（急招）,3-5年,本科,全职,15k-28k,不需要融资,"移动互联网,生活服务",4140173,"五险一金,弹性制上班,团队旅游,年终奖",150-500人,"['节日礼物', '年底双薪', '带薪年假', '绩效奖金']",南山区,"['资深', '移动端', 'Java']",113.9422,22.54878,深圳市一点创新网络有限公司
210218,Android开发工程师岗（星河金融）,3-5年,本科,全职,15k-25k,不需要融资,"移动互联网,金融",3982730,"五险一金,员工福利",150-500人,"['年底双薪', '专项奖金', '带薪年假', '定期体检']",福田区,"['银行', '中级', 'Java', 'iOS']",114.061546,22.533718,深圳市星河投资有限公司
23291,Android 开发工程师-区块链产品（急招）,3-5年,本科,全职,18k-30k,上市公司,"移动互联网,硬件",4155651,"亿级用户,平台好,氛围好,领导好",500-2000人,"['节日礼物', '与大牛共事', '福利健全', '五险一金']",南山区,"['移动端', 'Java', '架构']",113.951672,22.540834,厦门美图之家科技有限公司
144300,Android开发工程师（高级）,不限,本科,全职,15k-25k,C轮,"电子商务,O2O",4091454,"3-6年终,职业晋升,项目奖金,互联网氛围",150-500人,"['年底双薪', '绩效奖金', '美女多', '弹性工作']",南山区,"['资深', '中级', '移动端', 'Java']",113.955443,22.542071,深圳市连城景业科技有限公司
3624,Android开发工程师,3-5年,大专,全职,10k-20k,B轮,"移动互联网,教育",3909818,"绩效奖金,做五休二,节日福利,五险一金",150-500人,"['技能培训', '股票期权', '带薪年假', '岗位晋升']",南山区,"['C++', 'Java']",114.003202,22.59379,深圳习习网络科技有限公司
9253,Android开发工程师,1-3年,本科,全职,13k-25k,C轮,"移动互联网,金融",46261,腾讯出来的创业团队，正处于高速发展阶段,150-500人,"['年底双薪', '腾讯系', '互联网金融', '年度体检']",南山区,['移动端'],113.944732,22.547608,富途网络科技（深圳）有限公司
117999,Android开发工程师,3-5年,大专,全职,10k-20k,不需要融资,"电子商务,其他",4109221,"五险一金,年终奖金,餐费补贴,员工旅游",150-500人,"['年底双薪', '带薪年假', '定期体检', '通讯津贴']",南山区,['移动端'],113.95776,22.53817,深圳市博悦生活用品有限公司
254197,高薪聘请安卓开发工程师,3-5年,本科,全职,8k-12k,B轮,移动互联网,4228680,"五险一金,周末双休,股权激励,带薪年假",15-50人,[],龙华新区,"['Android', 'Java']",114.042512,22.647826,深圳市圣义承科技有限公司
67118,Android性能优化工程师,3-5年,本科,全职,15k-30k,B轮,移动互联网,3721855,"人工智能,机器人,发展空间大,股票期权",150-500人,"['年底双薪', '技能培训', '绩效奖金', '岗位晋升']",南山区,"['Java', 'iOS', 'C']",113.938868,22.523006,达闼科技（北京）有限公司
225404,Android开发工程师,1-3年,本科,全职,11k-13k,上市公司,"医疗健康,移动互联网",4172095,"扁平化管理,年度奖金,周末双休,五险一金",150-500人,[],,['C++'],113.9208,22.499013,芯海科技（深圳）股份有限公司
333284,Android开发工程师,3-5年,大专,全职,10k-20k,未融资,"移动互联网,金融",4202614,"餐补,交通补贴,下午茶",15-50人,"['""""']",福田区,[],114.022503,22.53472,深圳市圣乾投资有限公司
27297,安卓工程师,3-5年,大专,全职,8k-15k,B轮,"移动互联网,O2O",4221058,"提供午餐,班车接送,股票期权",50-150人,"['绩效奖金', '股票期权', '年终分红', '专项奖金']",龙华新区,"['Android', 'Java']",113.993578,22.99368,深圳市互联在线云计算有限公司
106390,Android开发工程师,5-10年,大专,全职,15k-30k,不需要融资,其他,4238257,"专业培训,平台大",2000人以上,"['节日礼物', '免费班车', '带薪年假', '绩效奖金']",南山区,"['Java', '移动端']",113.939,22.523275,跨越速运集团有限公司
338822,android高级开发工程师,3-5年,本科,全职,16k-20k,未融资,"生活服务,硬件",4238571,"五险一金,周末双休,带薪年假,老板大方",150-500人,"['""""']",宝安区,"['移动互联网', 'iOS', '移动端']",113.832112,22.665654,深圳市益光科技有限公司
145299,Android工程师,1年以下,本科,全职,3k-5k,不需要融资,移动互联网,4154283,"五险一金,周末双休",50-150人,[],南山区,"['初级', 'Java', '移动端']",113.943551,22.548179,深圳前海陈升信息服务有限公司
